ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20150417,4287.296,4254.723,4317.223,4238.91,4194.823,92.473,2.2045,701706205.0,915633037.83
000001.SH,20150420,4217.077,4301.352,4356.001,4190.681,4287.296,-70.219,-1.6378,857132807.0,1147600604.263
000001.SH,20150421,4293.623,4212.185,4294.375,4188.569,4217.077,76.546,1.8151,634470627.0,862447782.633
000001.SH,20150422,4398.494,4304.597,4400.193,4297.951,4293.623,104.871,2.4425,680305086.0,976876960.434
000001.SH,20150423,4414.508,4414.485,4444.41,4358.844,4398.494,16.014,0.3641,667344661.0,963024929.251
000001.SH,20150424,4393.686,4355.951,4416.376,4318.119,4414.508,-20.822,-0.4717,628554996.0,916872935.533
000001.SH,20150427,4527.396,4441.929,4529.735,4441.929,4393.686,133.71,3.0432,671088521.0,975242093.76
000001.SH,20150428,4476.215,4527.635,4572.391,4432.904,4527.396,-51.181,-1.1305,767676416.0,1061172124.953
000001.SH,20150429,4476.62,4446.119,4499.945,4398.639,4476.215,0.405,0.009,519834202.0,752401785.94
000001.SH,20150430,4441.655,4483.013,4507.344,4441.054,4476.62,-34.965,-0.7811,526727975.0,774349211.674
000001.SH,20150504,4480.464,4441.343,4487.57,4387.426,4441.655,38.809,0.8738,494173398.0,717540809.442
000001.SH,20150505,4298.706,4479.848,4488.865,4282.237,4480.464,-181.758,-4.0567,572858596.0,805566079.218
000001.SH,20150506,4229.266,4311.641,4376.353,4187.368,4298.706,-69.44,-1.6154,481732993.0,716536206.667
000001.SH,20150507,4112.214,4197.896,4213.764,4108.009,4229.266,-117.052,-2.7677,394566653.0,540206291.394
000001.SH,20150508,4205.917,4152.984,4206.86,4099.042,4112.214,93.703,2.2787,397428094.0,559648658.845
000001.SH,20150511,4333.584,4231.271,4334.877,4187.82,4205.917,127.667,3.0354,488750515.0,715246611.473
000001.SH,20150512,4401.219,4342.37,4402.309,4317.975,4333.584,67.635,1.5607,521866408.0,793463723.357
000001.SH,20150513,4375.76,4402.378,4415.629,4342.481,4401.219,-25.459,-0.5785,510490475.0,780754937.529
000001.SH,20150514,4378.311,4372.816,4397.745,4329.042,4375.76,2.551,0.0583,449077935.0,669882275.551
000001.SH,20150515,4308.691,4366.822,4366.822,4278.553,4378.311,-69.62,-1.5901,439706198.0,665965618.548
000001.SH,20150518,4283.491,4277.895,4324.826,4260.509,4308.691,-25.2,-0.5849,380057452.0,594559493.076
000001.SH,20150519,4417.552,4285.777,4418.403,4285.777,4283.491,134.061,3.1297,436735224.0,693812586.577
000001.SH,20150520,4446.288,4434.979,4520.538,4432.279,4417.552,28.736,0.6505,514106223.0,806080531.967
000001.SH,20150521,4529.422,4456.435,4530.478,4438.258,4446.288,83.134,1.8697,464996520.0,729080613.491
000001.SH,20150522,4657.596,4584.984,4658.273,4562.989,4529.422,128.174,2.8298,655591287.0,1007173224.928
000001.SH,20150525,4813.798,4660.075,4814.672,4656.825,4657.596,156.202,3.3537,682461391.0,1079295626.027
000001.SH,20150526,4910.897,4854.85,4911.685,4779.075,4813.798,97.099,2.0171,704892829.0,1138509334.979
000001.SH,20150527,4941.714,4932.846,4958.156,4857.056,4910.897,30.817,0.6275,681165379.0,1116261779.774
000001.SH,20150528,4620.266,4943.742,4986.503,4614.241,4941.714,-321.448,-6.5048,782964592.0,1247926031.294
000001.SH,20150529,4611.744,4603.465,4698.193,4431.563,4620.266,-8.522,-0.1844,611262409.0,955365592.128
000001.SH,20150601,4828.738,4633.098,4829.502,4615.231,4611.744,216.994,4.7052,593389035.0,934455504.512
000001.SH,20150602,4910.527,4844.704,4911.574,4797.552,4828.738,81.789,1.6938,623748099.0,998745749.729
000001.SH,20150603,4909.978,4924.381,4942.065,4822.442,4910.527,-0.549,-0.0112,611453839.0,1010179934.631
000001.SH,20150604,4947.102,4912.945,4947.965,4647.407,4909.978,37.124,0.7561,674952402.0,1052270232.997
000001.SH,20150605,5023.096,5016.088,5051.626,4898.068,4947.102,75.994,1.5361,772240812.0,1232300667.13
000001.SH,20150608,5131.881,5045.694,5146.949,4997.481,5023.096,108.785,2.1657,855035085.0,1309924508.026
000001.SH,20150609,5113.534,5145.978,5147.454,5042.963,5131.881,-18.347,-0.3575,729893818.0,1150808588.64
000001.SH,20150610,5106.0359,5049.1965,5164.1622,5001.4894,5113.534,-7.4981,-0.1466,596969001.0,1005432283.129
000001.SH,20150611,5121.5925,5101.4398,5122.4566,5050.7646,5106.0359,15.5566,0.3047,563990522.0,974665767.598
000001.SH,20150612,5166.35,5143.3431,5178.191,5103.4007,5121.5925,44.7575,0.8739,625627854.0,1060164606.81
000001.SH,20150615,5062.9929,5174.4182,5176.7945,5048.7419,5166.35,-103.3571,-2.0006,637803984.0,1064987693.351
000001.SH,20150616,4887.432,5004.4118,5029.6836,4842.0999,5062.9929,-175.5609,-3.4675,550801407.0,895420555.855
000001.SH,20150617,4967.8983,4890.5511,4983.658,4767.216,4887.432,80.4663,1.6464,537101168.0,830266749.716
000001.SH,20150618,4785.356,4942.5198,4966.7668,4780.8731,4967.8983,-182.5423,-3.6744,507440899.0,785845075.22
000001.SH,20150619,4478.3643,4689.9286,4744.0812,4476.5008,4785.356,-306.9917,-6.4152,452689626.0,685458198.736
000001.SH,20150623,4576.4922,4471.613,4577.9394,4264.7724,4478.3643,98.1279,2.1912,473526128.0,693617191.338
000001.SH,20150624,4690.1497,4604.5792,4691.7676,4552.1285,4576.4922,113.6575,2.4835,543003709.0,815062691.654
000001.SH,20150625,4527.7789,4711.7632,4720.7005,4483.5477,4690.1497,-162.3708,-3.462,572797533.0,865379730.764
000001.SH,20150626,4192.8734,4399.933,4456.8958,4139.5304,4527.7789,-334.9055,-7.3967,565217874.0,787835743.033
000001.SH,20150629,4053.0304,4289.7713,4297.4747,3875.0499,4192.8734,-139.843,-3.3353,673786349.0,904271395.04
000001.SH,20150630,4277.2219,4006.7537,4279.969,3847.8799,4053.0304,224.1915,5.5315,709176633.0,941524659.857
000001.SH,20150701,4053.6997,4214.1499,4317.0527,4043.3667,4277.2219,-223.5222,-5.2259,598769427.0,838070926.187
000001.SH,20150702,3912.7668,4058.6241,4080.3873,3795.2532,4053.6997,-140.9329,-3.4766,586015612.0,736006857.593
000001.SH,20150703,3686.9153,3793.7121,3927.1275,3629.5556,3912.7668,-225.8515,-5.7722,548163111.0,648054100.385
000001.SH,20150706,3775.9122,3975.2142,3975.2142,3653.0371,3686.9153,88.9969,2.4139,831139286.0,943420425.904
000001.SH,20150707,3727.1248,3654.7775,3750.5696,3585.3989,3775.9122,-48.7874,-1.2921,698818688.0,776072544.948
000001.SH,20150708,3507.1923,3467.3986,3599.2532,3421.5252,3727.1248,-219.9325,-5.9009,680356922.0,700248338.565
000001.SH,20150709,3709.3304,3432.4536,3748.4785,3373.5396,3507.1923,202.1381,5.7635,656914612.0,673310983.764
000001.SH,20150710,3877.8034,3707.4577,3959.2196,3677.4345,3709.3304,168.473,4.5419,586364255.0,680434151.219
000001.SH,20150713,3970.3878,3918.9895,4030.1947,3858.6368,3877.8034,92.5844,2.3875,643489007.0,782430543.34
000001.SH,20150714,3924.4871,3958.3729,4035.4345,3855.56,3970.3878,-45.9007,-1.1561,670558799.0,830074682.766
000001.SH,20150715,3805.7033,3874.9681,3914.2732,3741.2503,3924.4871,-118.7838,-3.0267,601301324.0,700536523.044
000001.SH,20150716,3823.1755,3758.5045,3877.5141,3688.4415,3805.7033,17.4722,0.4591,492256200.0,569858938.11
000001.SH,20150717,3957.3516,3831.4205,3994.4767,3814.1467,3823.1755,134.1761,3.5095,481726268.0,593066980.721
000001.SH,20150720,3992.1096,3948.4208,4021.3255,3927.1214,3957.3516,34.758,0.8783,539106714.0,688255569.389
000001.SH,20150721,4017.6748,3939.8978,4041.8194,3912.8013,3992.1096,25.5652,0.6404,504288028.0,646416846.829
000001.SH,20150722,4026.045,3996.4268,4042.3381,3960.8636,4017.6748,8.3702,0.2083,520732225.0,678831919.275
000001.SH,20150723,4123.9234,4022.2677,4132.6119,4019.0382,4026.045,97.8784,2.4311,563585966.0,743531874.268
000001.SH,20150724,4070.908,4124.7549,4184.4487,4044.8311,4123.9234,-53.0154,-1.2856,627424860.0,843022070.389
000001.SH,20150727,3725.5582,3985.5702,4051.1588,3720.4441,4070.908,-345.3498,-8.4834,556003247.0,721298088.691
000001.SH,20150728,3663.0024,3573.1428,3762.5256,3537.3576,3725.5582,-62.5558,-1.6791,563330042.0,685057523.948
000001.SH,20150729,3789.168,3689.8249,3792.0722,3612.0641,3663.0024,126.1656,3.4443,434352085.0,557491964.594
000001.SH,20150730,3705.7656,3773.7884,3844.374,3685.9555,3789.168,-83.4024,-2.2011,457943228.0,615977923.152
000001.SH,20150731,3663.7256,3655.6668,3729.5123,3620.1653,3705.7656,-42.04,-1.1344,350955745.0,460472253.774
000001.SH,20150803,3622.9051,3614.99,3648.943,3549.4962,3663.7256,-40.8205,-1.1142,363968731.0,445991593.475
000001.SH,20150804,3756.5449,3621.8549,3757.0292,3601.2892,3622.9051,133.6398,3.6887,362901666.0,464036242.967
000001.SH,20150805,3694.5733,3745.6459,3782.3522,3676.39,3756.5449,-61.9716,-1.6497,366422979.0,483850277.393
000001.SH,20150806,3661.5392,3625.5035,3710.5699,3614.7419,3694.5733,-33.0341,-0.8941,274074663.0,357515147.167
000001.SH,20150807,3744.2045,3692.6143,3756.7398,3686.2996,3661.5392,82.6653,2.2577,340757184.0,445485029.431
000001.SH,20150810,3928.4154,3786.0326,3943.6236,3775.8535,3744.2045,184.2109,4.9199,497304319.0,652622008.945
000001.SH,20150811,3927.9083,3928.8075,3970.3367,3891.179,3928.4154,-0.5071,-0.0129,538923460.0,712289933.154
000001.SH,20150812,3886.3198,3881.2275,3937.7723,3871.1358,3927.9083,-41.5885,-1.0588,442688278.0,597050259.293
000001.SH,20150813,3954.5561,3869.9108,3955.7894,3838.159,3886.3198,68.2363,1.7558,430073303.0,578685519.561
000001.SH,20150814,3965.3349,3976.4054,4000.6843,3939.835,3954.5561,10.7788,0.2726,467988217.0,647466472.559
000001.SH,20150817,3993.6677,3947.8444,3994.5371,3907.3991,3965.3349,28.3328,0.7145,460432060.0,626327680.299
000001.SH,20150818,3748.1639,3999.1336,4006.3372,3743.3939,3993.6677,-245.5038,-6.1473,543770822.0,722467247.365
000001.SH,20150819,3794.1094,3646.8032,3811.427,3558.3827,3748.1639,45.9455,1.2258,475396239.0,599513277.258
000001.SH,20150820,3664.2907,3754.5667,3788.0054,3663.6067,3794.1094,-129.8187,-3.4216,390063057.0,501194992.628
000001.SH,20150821,3507.744,3609.9587,3652.8368,3490.5401,3664.2907,-156.5467,-4.2722,369920479.0,450616485.183
000001.SH,20150824,3209.905,3373.4776,3388.3638,3191.879,3507.744,-297.839,-8.4909,334671792.0,358818882.677
000001.SH,20150825,2964.9674,3004.1261,3123.0339,2947.944,3209.905,-244.9376,-7.6307,352325110.0,358735780.116
000001.SH,20150826,2927.288,2980.7941,3092.0406,2850.7135,2964.9674,-37.6794,-1.2708,466699663.0,461788981.39
000001.SH,20150827,3083.5912,2978.0296,3085.4222,2906.4901,2927.288,156.3032,5.3395,400308398.0,404289306.103
000001.SH,20150828,3232.3495,3125.2635,3235.8385,3102.9451,3083.5912,148.7583,4.8242,443136928.0,474631023.331
000001.SH,20150831,3205.9855,3203.559,3207.8621,3109.1627,3232.3495,-26.364,-0.8156,397431382.0,431068601.209
000001.SH,20150901,3166.6239,3157.8318,3180.3312,3053.7377,3205.9855,-39.3616,-1.2278,432432468.0,420411621.758
000001.SH,20150902,3160.167,3027.6782,3194.4847,3019.0866,3166.6239,-6.4569,-0.2039,438170153.0,423262356.087
000001.SH,20150907,3080.4201,3149.3796,3217.5787,3066.3039,3160.167,-79.7469,-2.5235,296468114.0,302689722.336
000001.SH,20150908,3170.4522,3054.444,3174.7094,3011.117,3080.4201,90.0321,2.9227,255415465.0,263910382.052
000001.SH,20150909,3243.0889,3182.5524,3256.7433,3165.6955,3170.4522,72.6367,2.2911,375327978.0,412991428.267
000001.SH,20150910,3197.8932,3190.553,3243.2808,3178.9042,3243.0889,-45.1957,-1.3936,273261759.0,299581090.523
000001.SH,20150911,3200.2337,3189.4788,3223.7622,3163.4489,3197.8932,2.3405,0.0732,224557822.0,252769467.178
000001.SH,20150914,3114.798,3221.1654,3229.4818,3049.2298,3200.2337,-85.4357,-2.6697,346631158.0,373576802.407
000001.SH,20150915,3005.1722,3043.8047,3081.7028,2983.9203,3114.798,-109.6258,-3.5195,249194445.0,243904590.423
000001.SH,20150916,3152.2632,2998.0358,3182.9343,2983.5352,3005.1722,147.091,4.8946,277524524.0,281992256.964
000001.SH,20150917,3086.0611,3131.9823,3204.7019,3085.3142,3152.2632,-66.2021,-2.1001,317602892.0,337393270.978
000001.SH,20150918,3097.9172,3100.2796,3122.0478,3070.3355,3086.0611,11.8561,0.3842,209175398.0,218442429.993
000001.SH,20150921,3156.5399,3072.0942,3159.8825,3060.8557,3097.9172,58.6227,1.8923,239897354.0,259796673.584
000001.SH,20150922,3185.6187,3161.3179,3213.4755,3152.4805,3156.5399,29.0788,0.9212,274786154.0,305071324.5
000001.SH,20150923,3115.8881,3137.723,3164.0406,3104.7439,3185.6187,-69.7306,-2.1889,236322670.0,257560036.032
000001.SH,20150924,3142.6869,3126.4906,3151.1646,3109.6911,3115.8881,26.7988,0.8601,212887723.0,231369054.767
000001.SH,20150925,3092.347,3130.8513,3149.9481,3062.9952,3142.6869,-50.3399,-1.6018,236263871.0,248971120.664
000001.SH,20150928,3100.7559,3085.5674,3103.0685,3042.3103,3092.347,8.4089,0.2719,156727530.0,166422394.798
000001.SH,20150929,3038.1368,3055.2176,3068.2976,3021.157,3100.7559,-62.6191,-2.0195,163222673.0,169686597.162
000001.SH,20150930,3052.7814,3052.8408,3073.2998,3039.7418,3038.1368,14.6446,0.482,146642449.0,156569197.54
000001.SH,20151008,3143.3573,3156.0747,3172.2814,3133.1266,3052.7814,90.5759,2.967,234276050.0,258830338.655
000001.SH,20151009,3183.1516,3146.6438,3192.7165,3137.7881,3143.3573,39.7943,1.266,234851445.0,256379112.141
000001.SH,20151012,3287.6624,3193.5397,3318.7139,3188.4066,3183.1516,104.5108,3.2832,386294715.0,435541019.182
000001.SH,20151013,3293.2301,3262.1559,3298.6259,3253.2486,3287.6624,5.5677,0.1694,297153133.0,334806099.305
000001.SH,20151014,3262.4414,3280.0198,3307.3154,3256.2531,3293.2301,-30.7887,-0.9349,295077739.0,330277519.398
000001.SH,20151015,3338.073,3255.0315,3338.2966,3254.3923,3262.4414,75.6316,2.3183,316283851.0,362565554.134
000001.SH,20151016,3391.3516,3358.2972,3393.0178,3334.8539,3338.073,53.2786,1.5961,395460575.0,459447813.308
000001.SH,20151019,3386.7003,3401.6272,3423.4021,3355.5661,3391.3516,-4.6513,-0.1372,378112183.0,453303626.902
000001.SH,20151020,3425.3303,3377.5467,3425.5155,3357.8608,3386.7003,38.63,1.1406,318973758.0,383582515.358
000001.SH,20151021,3320.6761,3428.5608,3447.2577,3265.4359,3425.3303,-104.6542,-3.0553,458455428.0,518509230.404
000001.SH,20151022,3368.7388,3292.2908,3373.776,3282.993,3320.6761,48.0627,1.4474,323739341.0,375452024.664
000001.SH,20151023,3412.4338,3377.5483,3422.0223,3360.2179,3368.7388,43.695,1.2971,347372854.0,425263086.325
000001.SH,20151026,3429.5809,3448.6487,3457.517,3402.0,3412.4338,17.1471,0.5025,365560853.0,453942506.416
000001.SH,20151027,3434.336,3409.1366,3441.5651,3332.6157,3429.5809,4.7551,0.1386,328172768.0,408887226.414
000001.SH,20151028,3375.1961,3417.0106,3439.7582,3367.2311,3434.336,-59.1399,-1.722,293523284.0,361656185.764
000001.SH,20151029,3387.3154,3387.7743,3411.7144,3362.5094,3375.1961,12.1193,0.3591,235676026.0,294508414.23
000001.SH,20151030,3382.5612,3380.2838,3417.2013,3346.5907,3387.3154,-4.7542,-0.1404,243595118.0,307266773.445
000001.SH,20151102,3325.0846,3337.5782,3391.0641,3322.3117,3382.5612,-57.4766,-1.6992,230951129.0,286019328.065
000001.SH,20151103,3316.6954,3330.3163,3346.2749,3302.1835,3325.0846,-8.3892,-0.2523,192897428.0,244360566.383
000001.SH,20151104,3459.6396,3325.6187,3459.6459,3325.6187,3316.6954,142.9442,4.3098,339078730.0,426104385.846
000001.SH,20151105,3522.8185,3459.2151,3585.6571,3455.5251,3459.6396,63.1789,1.8262,553254947.0,678674611.498
000001.SH,20151106,3590.0324,3514.4356,3596.3821,3508.827,3522.8185,67.2139,1.908,429167033.0,543282200.893
000001.SH,20151109,3646.8811,3588.4983,3673.7595,3588.4983,3590.0324,56.8487,1.5835,503016682.0,636184062.179
000001.SH,20151110,3640.4853,3617.396,3669.5325,3607.8909,3646.8811,-6.3958,-0.1754,429746576.0,560055120.132
000001.SH,20151111,3650.2494,3635.0036,3654.8773,3605.6209,3640.4853,9.7641,0.2682,360972651.0,467822205.458
000001.SH,20151112,3632.9016,3656.8171,3659.3146,3603.2284,3650.2494,-17.3478,-0.4752,361717600.0,482832626.445
000001.SH,20151113,3580.8388,3600.7639,3632.5562,3564.8093,3632.9016,-52.0628,-1.4331,345870933.0,468668655.554
000001.SH,20151116,3606.9574,3522.4608,3607.6117,3519.4211,3580.8388,26.1186,0.7294,276187057.0,369421833.778
000001.SH,20151117,3604.7951,3629.9765,3678.2725,3598.0682,3606.9574,-2.1623,-0.0599,383575468.0,521520359.621
000001.SH,20151118,3568.4676,3605.0606,3617.0688,3558.6968,3604.7951,-36.3275,-1.0078,297580734.0,392338754.802
000001.SH,20151119,3617.062,3573.776,3618.213,3561.044,3568.468,48.594,1.3618,247915576.0,328442613.169
000001.SH,20151120,3630.4995,3620.7909,3640.5292,3607.9152,3617.062,13.4375,0.3715,310801972.0,413910905.746
000001.SH,20151123,3610.3195,3630.8665,3654.7543,3598.8708,3630.4995,-20.18,-0.5558,315997474.0,414148234.284
000001.SH,20151124,3616.1125,3602.887,3616.4841,3563.104,3610.3195,5.793,0.1605,248810524.0,327758498.321
000001.SH,20151125,3647.93,3614.0681,3648.3667,3607.5178,3616.1125,31.8175,0.8799,273024857.0,380802940.006
000001.SH,20151126,3635.5521,3659.5742,3668.3764,3629.8648,3647.93,-12.3779,-0.3393,306761582.0,426247412.274
000001.SH,20151127,3436.303,3616.5441,3621.8965,3412.4272,3635.5521,-199.2491,-5.4806,354287525.0,464311247.676
000001.SH,20151130,3445.4048,3433.8551,3470.3708,3327.8115,3436.303,9.1018,0.2649,304197903.0,387503652.774
000001.SH,20151201,3456.3085,3442.4412,3483.4139,3417.545,3445.4048,10.9037,0.3165,252390755.0,330256746.807
000001.SH,20151202,3536.9051,3450.278,3538.8465,3427.6613,3456.3085,80.5966,2.3319,301491480.0,369183037.702
000001.SH,20151203,3584.8237,3525.7274,3591.73,3517.2303,3536.9051,47.9186,1.3548,281111255.0,338859090.634
000001.SH,20151204,3524.992,3558.1489,3568.9701,3510.4119,3584.8237,-59.8317,-1.669,251736411.0,319766835.715
000001.SH,20151207,3536.9272,3529.8063,3543.9454,3506.6248,3524.992,11.9352,0.3386,208302579.0,280561587.976
000001.SH,20151208,3470.0698,3518.6484,3518.6484,3466.7896,3536.9272,-66.8574,-1.8903,224367310.0,297821727.299
000001.SH,20151209,3472.4394,3462.5827,3495.7017,3454.8794,3470.0698,2.3696,0.0683,195698845.0,267854865.116
000001.SH,20151210,3455.4951,3469.8059,3503.6535,3446.273,3472.4394,-16.9443,-0.488,200427517.0,279499705.67
000001.SH,20151211,3434.5813,3441.5973,3455.5484,3410.9238,3455.4951,-20.9138,-0.6052,182908878.0,245076424.379
000001.SH,20151214,3520.6682,3403.5065,3521.7794,3399.2803,3434.5813,86.0869,2.5065,215374620.0,279213529.503
000001.SH,20151215,3510.354,3518.126,3529.961,3496.854,3520.668,-10.314,-0.293,200471341.0,276274949.122
000001.SH,20151216,3516.1867,3522.0908,3538.6893,3506.2909,3510.354,5.8327,0.1662,193482310.0,265288652.705
000001.SH,20151217,3579.999,3533.628,3583.408,3533.628,3516.187,63.812,1.8148,283856476.0,381439613.286
000001.SH,20151218,3578.964,3574.94,3614.698,3568.161,3579.999,-1.035,-0.0289,273707904.0,365385805.992
000001.SH,20151221,3642.472,3568.581,3651.056,3565.751,3578.964,63.508,1.7745,299849280.0,398316970.721
000001.SH,20151222,3651.767,3645.99,3652.635,3616.87,3642.472,9.295,0.2552,261178763.0,360846042.356
000001.SH,20151223,3636.089,3653.282,3684.567,3633.025,3651.767,-15.678,-0.4293,298201801.0,419902925.873
000001.SH,20151224,3612.485,3631.313,3640.221,3572.277,3636.089,-23.604,-0.6492,227785225.0,315421252.147
000001.SH,20151225,3627.914,3614.054,3635.256,3601.738,3612.485,15.429,0.4271,198451111.0,274660042.605
000001.SH,20151228,3533.779,3635.769,3641.588,3533.779,3627.914,-94.135,-2.5947,269983278.0,369042819.409
000001.SH,20151229,3563.736,3528.395,3564.171,3515.52,3533.779,29.957,0.8477,182551923.0,250938907.269
000001.SH,20151230,3572.876,3566.731,3573.684,3538.112,3563.736,9.14,0.2565,187889609.0,267787665.269
000001.SH,20151231,3539.182,3570.467,3580.602,3538.353,3572.876,-33.694,-0.943,176963659.0,254031073.828
000001.SH,20160104,3296.258,3536.589,3538.689,3295.741,3539.182,-242.924,-6.8638,184418423.0,240929155.215
000001.SH,20160105,3287.711,3196.651,3328.139,3189.605,3296.258,-8.547,-0.2593,266882083.0,328417226.081
000001.SH,20160106,3361.84,3291.195,3362.974,3288.933,3287.711,74.129,2.2547,238886670.0,285243223.391
000001.SH,20160107,3125.002,3309.657,3309.657,3115.885,3361.84,-236.838,-7.0449,70569123.0,79981988.654
000001.SH,20160108,3186.412,3194.625,3235.451,3056.878,3125.002,61.41,1.9651,286440822.0,324167135.447
000001.SH,20160111,3016.704,3131.853,3166.215,3016.697,3186.412,-169.708,-5.326,271643691.0,286379628.143
000001.SH,20160112,3022.861,3026.159,3047.664,2978.463,3016.704,6.157,0.2041,207659622.0,224135432.095
000001.SH,20160113,2949.597,3041.107,3059.015,2949.29,3022.861,-73.264,-2.4237,194282106.0,208376044.623
000001.SH,20160114,3007.649,2874.049,3012.293,2867.553,2949.597,58.052,1.9681,212905644.0,218013656.655
000001.SH,20160115,2900.9698,2988.0483,3001.7081,2883.8679,3007.649,-106.6792,-3.5469,198721697.0,206603969.247
000001.SH,20160118,2913.8367,2847.5389,2945.4496,2844.7042,2900.9698,12.8669,0.4435,164699694.0,173619962.653
000001.SH,20160119,3007.7393,2914.4078,3012.0684,2906.4038,2913.8367,93.9026,3.2226,205279703.0,222674800.351
000001.SH,20160120,2976.694,2993.014,3016.283,2951.922,3007.739,-31.045,-1.0322,216505474.0,234562924.579
000001.SH,20160121,2880.482,2934.391,2998.79,2880.085,2976.694,-96.212,-3.2322,191675668.0,203634572.945
000001.SH,20160122,2916.562,2911.112,2931.359,2851.733,2880.482,36.08,1.2526,159810734.0,170062245.38
000001.SH,20160125,2938.515,2934.078,2955.783,2911.829,2916.562,21.953,0.7527,153039057.0,164023396.461
000001.SH,20160126,2749.785,2907.718,2911.991,2743.839,2938.515,-188.73,-6.4226,210836054.0,212608150.65
000001.SH,20160127,2735.558,2756.082,2768.772,2638.302,2749.785,-14.227,-0.5174,215722046.0,207426675.004
000001.SH,20160128,2655.661,2711.158,2740.536,2647.493,2735.558,-79.897,-2.9207,171120280.0,167357413.39
000001.SH,20160129,2737.6,2652.854,2755.367,2649.791,2655.661,81.939,3.0854,186673106.0,180006812.612
000001.SH,20160201,2688.854,2730.984,2735.255,2655.623,2737.6,-48.746,-1.7806,156383744.0,152830741.554
000001.SH,20160202,2749.57,2687.982,2755.159,2687.982,2688.854,60.716,2.2581,158078211.0,158936802.659
000001.SH,20160203,2739.247,2719.574,2746.072,2696.884,2749.57,-10.323,-0.3754,148397217.0,146627121.739
000001.SH,20160204,2781.023,2751.432,2793.298,2751.314,2739.247,41.776,1.5251,170382018.0,175347388.383
000001.SH,20160205,2763.492,2783.076,2790.061,2762.16,2781.023,-17.531,-0.6304,141186284.0,145553630.916
000001.SH,20160215,2746.196,2684.961,2760.359,2682.09,2763.492,-17.296,-0.6259,129263932.0,129321056.01
000001.SH,20160216,2836.571,2758.579,2840.622,2758.579,2746.196,90.375,3.2909,195961614.0,198969133.397
000001.SH,20160217,2867.338,2829.764,2868.701,2824.356,2836.571,30.767,1.0847,216909925.0,225964250.083
000001.SH,20160218,2862.893,2881.777,2893.215,2857.699,2867.338,-4.445,-0.155,219203873.0,230775052.843
000001.SH,20160219,2860.021,2854.904,2872.724,2840.488,2862.893,-2.872,-0.1003,163391413.0,178424845.383
000001.SH,20160222,2927.175,2888.598,2933.964,2880.347,2860.021,67.154,2.348,232176042.0,238682816.535
000001.SH,20160223,2903.331,2925.708,2928.048,2872.282,2927.175,-23.844,-0.8146,199740663.0,211548952.172
000001.SH,20160224,2928.896,2889.885,2929.871,2872.274,2903.331,25.565,0.8805,213410384.0,227851643.59
000001.SH,20160225,2741.245,2922.237,2922.237,2729.851,2928.896,-187.651,-6.4069,270284416.0,271767143.332
000001.SH,20160226,2767.21,2760.058,2784.753,2715.874,2741.245,25.965,0.9472,191110472.0,190068987.76
000001.SH,20160229,2687.979,2754.814,2755.89,2638.963,2767.21,-79.231,-2.8632,207410709.0,194640196.395
000001.SH,20160301,2733.17,2688.38,2747.562,2668.757,2687.979,45.191,1.6812,187207443.0,182185538.136
000001.SH,20160302,2849.681,2733.767,2852.7,2732.539,2733.17,116.511,4.2629,270961783.0,259318766.547
000001.SH,20160303,2859.758,2847.331,2878.445,2840.874,2849.681,10.077,0.3536,287478210.0,279971936.075
000001.SH,20160304,2874.147,2848.538,2880.372,2808.849,2859.758,14.389,0.5032,312495169.0,294982112.798
000001.SH,20160307,2897.34,2886.64,2911.839,2871.346,2874.147,23.193,0.807,217466836.0,208559323.364
000001.SH,20160308,2901.387,2895.666,2902.621,2802.563,2897.34,4.047,0.1397,233482661.0,220513953.726
000001.SH,20160309,2862.556,2839.411,2863.015,2811.718,2901.387,-38.831,-1.3384,183355383.0,177072557.883
000001.SH,20160310,2804.726,2847.567,2863.176,2803.476,2862.556,-57.83,-2.0202,138979461.0,141812410.338
000001.SH,20160311,2810.307,2781.6,2815.607,2772.551,2804.726,5.581,0.199,127247554.0,128450313.771
000001.SH,20160314,2859.499,2830.084,2889.816,2823.028,2810.307,49.192,1.7504,194816030.0,202793146.786
000001.SH,20160315,2864.368,2853.978,2865.787,2819.795,2859.499,4.869,0.1703,163386667.0,170219522.403
000001.SH,20160316,2870.43,2858.709,2881.529,2854.192,2864.368,6.062,0.2116,186492535.0,190193858.282
000001.SH,20160317,2904.832,2875.411,2921.0,2857.191,2870.43,34.402,1.1985,200290213.0,213843633.13
000001.SH,20160318,2955.15,2915.518,2971.551,2908.742,2904.832,50.318,1.7322,313332735.0,328241161.496
000001.SH,20160321,3018.802,2978.455,3028.322,2973.758,2955.15,63.652,2.1539,352400438.0,380823080.412
000001.SH,20160322,2999.363,3001.63,3019.101,2988.426,3018.802,-19.439,-0.6439,270377322.0,311025315.982
000001.SH,20160323,3009.96,2991.169,3012.56,2980.855,2999.363,10.597,0.3533,216977462.0,256328163.094
000001.SH,20160324,2960.97,2986.801,2998.154,2960.537,3009.96,-48.99,-1.6276,237006403.0,274795125.597
000001.SH,20160325,2979.434,2956.2,2981.408,2952.106,2960.97,18.464,0.6236,175074344.0,200818437.456
000001.SH,20160328,2957.82,2988.01,3008.168,2948.526,2979.434,-21.614,-0.7254,202021241.0,232323731.401
000001.SH,20160329,2919.832,2956.705,2962.203,2905.251,2957.82,-37.988,-1.2843,182965345.0,201625833.179
